Group Report - Group All params,,,,,,
,,,,,,
Date,Time,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Hyderabad
,,PM2.5_Delhi,PM2.5_Chennai,PM2.5_Kolkata,PM2.5_Mum,PM2.5_HYD
,,µg/m3,µg/m3,µg/m3,µg/m3,µg/m3
7/6/2015,11:00 PM,80,8,10,31,60
07/06/2015 24:00 AM,,88,12,12,32,54
8/6/2015,1:00 AM,85,10,11,36,49
8/6/2015,2:00 AM,96,4,7,14,37
8/6/2015,3:00 AM,98,-3,14,8,34
8/6/2015,4:00 AM,97,0,11,4,21
8/6/2015,5:00 AM,89,5,20,2,24
8/6/2015,6:00 AM,96,3,22,16,13
8/6/2015,7:00 AM,95,12,27,13,28
8/6/2015,8:00 AM,74,13,22,8,23
8/6/2015,9:00 AM,68,19,28,7,33
8/6/2015,10:00 AM,70,22,26,13,11
8/6/2015,11:00 AM,43,20,27,7,21
8/6/2015,12:00 PM,32,22,32,12,22
8/6/2015,1:00 PM,40,19,28,11,17
8/6/2015,2:00 PM,37,27,26,16,9
8/6/2015,3:00 PM,24,25,21,10,16
8/6/2015,4:00 PM,25,33,23,20,14
8/6/2015,5:00 PM,15,35,18,19,20
8/6/2015,6:00 PM,19,20,18,20,27
8/6/2015,7:00 PM,23,17,33,27,29
8/6/2015,8:00 PM,39,13,16,23,43
8/6/2015,9:00 PM,61,11,17,18,47
8/6/2015,10:00 PM,72,8,17,18,35
8/6/2015,11:00 PM,90,7,9,21,41
08/06/2015 24:00 AM,,124,12,12,14,30
9/6/2015,1:00 AM,128,16,11,18,16
9/6/2015,2:00 AM,114,10,8,13,10
9/6/2015,3:00 AM,113,5,7,13,16
9/6/2015,4:00 AM,157,-1,6,9,12
9/6/2015,5:00 AM,159,4,15,18,17
9/6/2015,6:00 AM,93,8,11,7,17
9/6/2015,7:00 AM,94,16,14,12,17
9/6/2015,8:00 AM,117,18,25,9,29
9/6/2015,9:00 AM,81,26,25,5,17
9/6/2015,10:00 AM,65,14,16,8,28
9/6/2015,11:00 AM,50,12,31,10,19
9/6/2015,12:00 PM,38,20,26,9,11
9/6/2015,1:00 PM,34,7,27,11,22
9/6/2015,2:00 PM,33,5,22,13,14
9/6/2015,3:00 PM,34,1,24,10,15
9/6/2015,4:00 PM,29,3,29,12,13
9/6/2015,5:00 PM,40,6,27,12,17
9/6/2015,6:00 PM,50,8,27,7,17
9/6/2015,7:00 PM,59,5,21,10,27
9/6/2015,8:00 PM,58,10,28,8,51
9/6/2015,9:00 PM,60,20,18,5,36
9/6/2015,10:00 PM,57,23,21,5,28
9/6/2015,11:00 PM,61,28,12,4,30
09/06/2015 24:00 AM,,48,8,15,7,29
10/6/2015,1:00 AM,37,11,21,5,15
10/6/2015,2:00 AM,31,7,24,1,12
10/6/2015,3:00 AM,41,3,14,-1,10
10/6/2015,4:00 AM,38,2,21,-2,7
10/6/2015,5:00 AM,30,5,25,2,7
10/6/2015,6:00 AM,23,15,35,7,11
10/6/2015,7:00 AM,41,16,28,17,12
10/6/2015,8:00 AM,36,19,32,11,16
10/6/2015,9:00 AM,18,15,31,9,14
10/6/2015,10:00 AM,26,9,30,4,13
10/6/2015,11:00 AM,21,15,29,3,17
10/6/2015,12:00 PM,18,20,29,11,15
10/6/2015,1:00 PM,17,22,36,13,20
10/6/2015,2:00 PM,17,13,30,8,14
10/6/2015,3:00 PM,19,18,29,5,16
10/6/2015,4:00 PM,20,13,29,12,17
10/6/2015,5:00 PM,25,13,28,7,23
10/6/2015,6:00 PM,27,29,31,10,21
10/6/2015,7:00 PM,35,27,21,8,25
10/6/2015,8:00 PM,40,35,21,10,30
10/6/2015,9:00 PM,38,39,27,9,64
10/6/2015,10:00 PM,45,45,25,17,56
10/6/2015,11:00 PM,33,29,20,13,57
10/06/2015 24:00 AM,,32,12,20,7,55
11/6/2015,1:00 AM,56,12,18,10,44
11/6/2015,2:00 AM,65,12,15,11,18
11/6/2015,3:00 AM,79,11,20,6,7
11/6/2015,4:00 AM,83,6,15,6,17
11/6/2015,5:00 AM,80,---,15,13,13
11/6/2015,6:00 AM,129,4,26,9,16
11/6/2015,7:00 AM,87,2,27,17,26
11/6/2015,8:00 AM,81,2,25,14,18
11/6/2015,9:00 AM,48,2,20,9,23
11/6/2015,10:00 AM,36,8,21,13,9
11/6/2015,11:00 AM,35,14,43,10,21
11/6/2015,12:00 PM,43,16,24,18,17
11/6/2015,1:00 PM,42,15,25,14,24
11/6/2015,2:00 PM,36,18,24,9,14
11/6/2015,3:00 PM,36,17,25,17,23
11/6/2015,4:00 PM,34,31,20,-3,22
11/6/2015,5:00 PM,35,35,27,2,30
11/6/2015,6:00 PM,31,43,22,12,26
11/6/2015,7:00 PM,32,28,15,18,38
11/6/2015,8:00 PM,58,29,14,8,43
11/6/2015,9:00 PM,56,26,15,10,37
11/6/2015,10:00 PM,75,19,20,14,35
11/6/2015,11:00 PM,68,4,26,18,42
11/06/2015 24:00 AM,,28,18,26,8,40
12/6/2015,1:00 AM,23,5,29,8,41
12/6/2015,2:00 AM,25,20,39,6,17
12/6/2015,3:00 AM,26,8,35,17,28
12/6/2015,4:00 AM,14,5,13,12,20
12/6/2015,5:00 AM,12,2,21,23,18
12/6/2015,6:00 AM,19,-2,25,16,16
12/6/2015,7:00 AM,15,15,24,12,19
12/6/2015,8:00 AM,13,12,23,8,19
12/6/2015,9:00 AM,17,11,37,6,31
12/6/2015,10:00 AM,25,13,28,13,27
12/6/2015,11:00 AM,45,18,43,7,23
12/6/2015,12:00 PM,55,---,38,9,---
12/6/2015,1:00 PM,34,11,36,10,21
12/6/2015,2:00 PM,22,15,39,6,28
12/6/2015,3:00 PM,26,17,36,11,27
12/6/2015,4:00 PM,18,18,30,14,30
12/6/2015,5:00 PM,22,35,28,15,25
12/6/2015,6:00 PM,28,26,36,13,30
12/6/2015,7:00 PM,24,26,26,20,22
12/6/2015,8:00 PM,33,30,22,22,26
12/6/2015,9:00 PM,45,47,23,22,52
12/6/2015,10:00 PM,57,37,20,27,51
12/6/2015,11:00 PM,60,31,26,22,30
12/06/2015 24:00 AM,,71,10,23,27,17
13/06/2015,1:00 AM,51,8,26,19,14
13/06/2015,2:00 AM,53,9,22,12,17
13/06/2015,3:00 AM,54,14,29,12,18
13/06/2015,4:00 AM,19,11,20,15,23
13/06/2015,5:00 AM,18,19,17,18,26
13/06/2015,6:00 AM,22,12,26,21,29
13/06/2015,7:00 AM,24,24,26,19,21
13/06/2015,8:00 AM,45,23,30,6,21
13/06/2015,9:00 AM,37,25,23,16,35
13/06/2015,10:00 AM,28,10,34,19,15
13/06/2015,11:00 AM,23,7,27,18,26
13/06/2015,12:00 PM,23,16,41,31,17
13/06/2015,1:00 PM,33,6,43,10,15
13/06/2015,2:00 PM,27,13,22,19,18
13/06/2015,3:00 PM,28,12,18,24,18
13/06/2015,4:00 PM,42,16,13,27,30
13/06/2015,5:00 PM,30,33,18,14,20
13/06/2015,6:00 PM,18,14,11,18,25
13/06/2015,7:00 PM,15,23,17,16,19
13/06/2015,8:00 PM,15,16,27,15,44
13/06/2015,9:00 PM,11,24,25,16,84
13/06/2015,10:00 PM,17,---,26,41,97
13/06/2015,11:00 PM,27,16,35,44,91
13/06/2015 24:00 AM,,105,4,43,42,13
14/06/2015,1:00 AM,89,9,46,48,15
14/06/2015,2:00 AM,59,5,48,31,17
14/06/2015,3:00 AM,39,3,42,31,13
14/06/2015,4:00 AM,49,0,29,25,11
14/06/2015,5:00 AM,90,3,21,19,12
14/06/2015,6:00 AM,19,18,25,22,11
14/06/2015,7:00 AM,13,16,28,16,19
14/06/2015,8:00 AM,15,20,21,16,22
14/06/2015,9:00 AM,24,5,23,17,26
14/06/2015,10:00 AM,25,10,31,22,25
14/06/2015,11:00 AM,22,11,39,12,23
14/06/2015,12:00 PM,16,7,50,7,18
14/06/2015,1:00 PM,24,17,45,13,19
14/06/2015,2:00 PM,26,11,63,12,24
14/06/2015,3:00 PM,25,21,44,13,13
14/06/2015,4:00 PM,42,16,23,12,59
14/06/2015,5:00 PM,51,12,14,23,19
14/06/2015,6:00 PM,79,12,21,22,45
14/06/2015,7:00 PM,89,20,23,19,42
14/06/2015,8:00 PM,97,40,36,20,51
14/06/2015,9:00 PM,123,27,43,23,33
14/06/2015,10:00 PM,111,8,37,33,23
14/06/2015,11:00 PM,101,19,21,13,23
14/06/2015 24:00 AM,,91,16,26,29,31
15/06/2015,1:00 AM,87,12,26,29,27
15/06/2015,2:00 AM,90,17,33,21,35
15/06/2015,3:00 AM,85,6,14,12,31
15/06/2015,4:00 AM,90,4,8,23,23
15/06/2015,5:00 AM,86,3,5,32,18
15/06/2015,6:00 AM,83,7,4,---,19
15/06/2015,7:00 AM,97,13,9,28,22
15/06/2015,8:00 AM,96,15,10,17,26
15/06/2015,9:00 AM,96,16,23,21,33
15/06/2015,10:00 AM,87,27,23,24,31
15/06/2015,11:00 AM,87,24,22,11,---
15/06/2015,12:00 PM,63,28,23,10,41
15/06/2015,1:00 PM,46,28,15,15,InVld
15/06/2015,2:00 PM,39,24,22,12,42
15/06/2015,3:00 PM,34,26,11,22,33
15/06/2015,4:00 PM,46,23,15,46,32
15/06/2015,5:00 PM,49,27,9,11,40
15/06/2015,6:00 PM,55,27,8,20,45
15/06/2015,7:00 PM,73,32,8,34,43
15/06/2015,8:00 PM,105,35,11,41,47
15/06/2015,9:00 PM,88,38,14,27,51
15/06/2015,10:00 PM,107,41,14,15,47
15/06/2015,11:00 PM,87,56,16,27,41
15/06/2015 24:00 AM,,90,31,20,20,17
16/06/2015,1:00 AM,99,21,18,16,21
16/06/2015,2:00 AM,110,15,10,15,22
16/06/2015,3:00 AM,116,21,6,14,18
16/06/2015,4:00 AM,123,19,13,14,23
16/06/2015,5:00 AM,127,17,11,12,27
16/06/2015,6:00 AM,123,12,16,19,26
16/06/2015,7:00 AM,123,11,16,39,34
16/06/2015,8:00 AM,104,24,21,23,42
16/06/2015,9:00 AM,117,22,17,23,47
16/06/2015,10:00 AM,70,21,8,15,27
16/06/2015,11:00 AM,72,31,18,12,37
16/06/2015,12:00 PM,101,31,23,16,34
16/06/2015,1:00 PM,100,30,18,18,34
16/06/2015,2:00 PM,62,29,16,15,42
16/06/2015,3:00 PM,62,24,11,17,35
16/06/2015,4:00 PM,37,27,15,19,38
16/06/2015,5:00 PM,32,32,16,13,42
16/06/2015,6:00 PM,31,33,---,18,40
16/06/2015,7:00 PM,43,26,11,12,43
16/06/2015,8:00 PM,41,33,20,27,48
16/06/2015,9:00 PM,70,43,22,18,41
16/06/2015,10:00 PM,72,58,13,14,44
16/06/2015,11:00 PM,67,42,14,22,44
16/06/2015 24:00 AM,,66,24,11,21,33
17/06/2015,1:00 AM,72,23,13,19,33
17/06/2015,2:00 AM,129,27,8,21,32
17/06/2015,3:00 AM,187,22,7,8,30
17/06/2015,4:00 AM,191,22,8,10,21
17/06/2015,5:00 AM,174,25,7,17,24
17/06/2015,6:00 AM,136,28,11,21,18
17/06/2015,7:00 AM,99,23,22,16,17
17/06/2015,8:00 AM,76,39,23,23,24
17/06/2015,9:00 AM,79,49,17,23,46
17/06/2015,10:00 AM,75,40,16,10,46
17/06/2015,11:00 AM,64,41,15,8,38
17/06/2015,12:00 PM,53,47,25,19,26
17/06/2015,1:00 PM,60,56,23,14,35
17/06/2015,2:00 PM,46,35,23,15,36
17/06/2015,3:00 PM,42,35,28,20,29
17/06/2015,4:00 PM,46,38,20,21,28
17/06/2015,5:00 PM,47,32,9,22,32
17/06/2015,6:00 PM,57,33,25,13,39
17/06/2015,7:00 PM,50,51,18,14,43
17/06/2015,8:00 PM,69,51,15,10,30
17/06/2015,9:00 PM,69,25,21,15,30
17/06/2015,10:00 PM,94,37,18,11,35
17/06/2015,11:00 PM,100,47,16,9,27
17/06/2015 24:00 AM,,94,35,14,24,23
18/06/2015,1:00 AM,99,32,13,11,22
18/06/2015,2:00 AM,104,33,11,8,18
18/06/2015,3:00 AM,107,34,10,5,18
18/06/2015,4:00 AM,96,InVld,10,5,10
18/06/2015,5:00 AM,90,InVld,8,16,13
18/06/2015,6:00 AM,101,InVld,18,17,13
18/06/2015,7:00 AM,115,InVld,17,29,19
18/06/2015,8:00 AM,152,---,19,13,21
18/06/2015,9:00 AM,167,InVld,7,22,26
18/06/2015,10:00 AM,153,InVld,9,21,19
18/06/2015,11:00 AM,75,InVld,6,20,23
18/06/2015,12:00 PM,56,InVld,9,17,17
18/06/2015,1:00 PM,63,InVld,13,20,21
18/06/2015,2:00 PM,55,36,12,6,23
18/06/2015,3:00 PM,59,41,11,3,23
18/06/2015,4:00 PM,54,33,10,7,25
18/06/2015,5:00 PM,63,35,14,7,24
18/06/2015,6:00 PM,66,33,13,10,31
18/06/2015,7:00 PM,80,41,20,8,36
18/06/2015,8:00 PM,81,53,16,---,32
18/06/2015,9:00 PM,79,51,13,5,22
18/06/2015,10:00 PM,106,48,8,10,25
18/06/2015,11:00 PM,99,43,4,6,27
18/06/2015 24:00 AM,,101,36,27,0,23
19/06/2015,1:00 AM,101,22,8,9,24
19/06/2015,2:00 AM,111,11,4,6,21
19/06/2015,3:00 AM,106,24,8,2,22
19/06/2015,4:00 AM,101,30,5,13,25
19/06/2015,5:00 AM,115,21,6,8,25
19/06/2015,6:00 AM,112,28,15,5,20
19/06/2015,7:00 AM,82,41,14,6,24
19/06/2015,8:00 AM,76,58,10,6,23
19/06/2015,9:00 AM,83,48,8,2,31
19/06/2015,10:00 AM,101,52,6,1,22
19/06/2015,11:00 AM,74,48,8,11,27
19/06/2015,12:00 PM,71,38,8,9,29
19/06/2015,1:00 PM,66,39,7,4,24
19/06/2015,2:00 PM,62,34,11,8,20
19/06/2015,3:00 PM,53,33,13,4,23
19/06/2015,4:00 PM,65,37,7,-1,24
19/06/2015,5:00 PM,59,30,5,35,24
19/06/2015,6:00 PM,59,32,4,2,22
19/06/2015,7:00 PM,52,38,16,11,23
19/06/2015,8:00 PM,47,29,9,23,26
19/06/2015,9:00 PM,45,48,6,17,27
19/06/2015,10:00 PM,60,37,3,13,27
19/06/2015,11:00 PM,48,6,7,14,19
19/06/2015 24:00 AM,,59,14,7,16,25
20/06/2015,1:00 AM,48,8,2,17,22
20/06/2015,2:00 AM,64,5,-15,7,20
20/06/2015,3:00 AM,52,11,-15,5,26
20/06/2015,4:00 AM,48,13,4,5,22
20/06/2015,5:00 AM,46,9,-3,4,21
20/06/2015,6:00 AM,57,10,-5,8,24
20/06/2015,7:00 AM,78,26,2,6,23
20/06/2015,8:00 AM,32,19,3,11,23
20/06/2015,9:00 AM,11,23,1,7,30
20/06/2015,10:00 AM,21,23,12,7,19
20/06/2015,11:00 AM,17,21,11,6,27
20/06/2015,12:00 PM,20,31,6,5,26
20/06/2015,1:00 PM,17,30,7,5,30
20/06/2015,2:00 PM,15,27,8,3,30
20/06/2015,3:00 PM,15,22,5,3,24
20/06/2015,4:00 PM,17,24,9,7,39
20/06/2015,5:00 PM,24,32,6,8,35
20/06/2015,6:00 PM,27,46,7,27,32
20/06/2015,7:00 PM,31,47,12,7,38
20/06/2015,8:00 PM,28,43,12,10,20
20/06/2015,9:00 PM,26,43,12,8,21
20/06/2015,10:00 PM,35,43,7,15,22
20/06/2015,11:00 PM,27,37,5,10,21
20/06/2015 24:00 AM,,26,29,4,6,29
21/06/2015,1:00 AM,29,16,6,6,24
21/06/2015,2:00 AM,26,17,6,5,27
21/06/2015,3:00 AM,18,19,4,10,21
21/06/2015,4:00 AM,23,22,2,15,18
21/06/2015,5:00 AM,27,16,1,16,16
21/06/2015,6:00 AM,27,20,5,4,22
21/06/2015,7:00 AM,26,22,4,15,24
21/06/2015,8:00 AM,23,19,2,19,23
21/06/2015,9:00 AM,15,25,20,8,23
21/06/2015,10:00 AM,16,14,9,19,34
21/06/2015,11:00 AM,8,15,8,25,31
21/06/2015,12:00 PM,16,15,8,16,33
21/06/2015,1:00 PM,16,17,8,27,34
21/06/2015,2:00 PM,20,16,13,19,32
21/06/2015,3:00 PM,32,19,12,24,34
21/06/2015,4:00 PM,39,19,7,34,29
21/06/2015,5:00 PM,23,14,7,34,36
21/06/2015,6:00 PM,25,15,7,23,41
21/06/2015,7:00 PM,29,18,13,13,21
21/06/2015,8:00 PM,37,26,8,9,26
21/06/2015,9:00 PM,42,21,14,28,32
21/06/2015,10:00 PM,56,21,10,16,33
21/06/2015,11:00 PM,57,25,5,15,30
21/06/2015 24:00 AM,,51,17,4,22,34
22/06/2015,1:00 AM,51,26,4,16,30
22/06/2015,2:00 AM,47,20,3,18,28
22/06/2015,3:00 AM,58,17,4,19,25
22/06/2015,4:00 AM,58,7,7,23,29
22/06/2015,5:00 AM,58,12,5,27,27
22/06/2015,6:00 AM,InVld,17,5,25,29
22/06/2015,7:00 AM,InVld,6,-14,36,31
22/06/2015,8:00 AM,InVld,15,-8,39,27
22/06/2015,9:00 AM,InVld,15,7,31,29
22/06/2015,10:00 AM,InVld,12,14,31,25
22/06/2015,11:00 AM,45,---,17,27,25
22/06/2015,12:00 PM,20,19,16,34,28
22/06/2015,1:00 PM,22,26,26,22,29
22/06/2015,2:00 PM,InVld,16,10,31,---
22/06/2015,3:00 PM,InVld,13,14,27,---
22/06/2015,4:00 PM,7,23,12,25,---
22/06/2015,5:00 PM,13,20,11,37,---
22/06/2015,6:00 PM,32,17,21,30,---
22/06/2015,7:00 PM,30,21,22,30,---
22/06/2015,8:00 PM,54,25,18,35,---
22/06/2015,9:00 PM,43,18,14,24,---
22/06/2015,10:00 PM,40,17,11,26,---
22/06/2015,11:00 PM,48,19,16,18,---
22/06/2015 24:00 AM,,49,16,12,27,---
23/06/2015,1:00 AM,54,18,11,27,---
23/06/2015,2:00 AM,47,23,21,16,---
23/06/2015,3:00 AM,47,21,17,17,---
23/06/2015,4:00 AM,59,8,17,28,---
23/06/2015,5:00 AM,67,15,9,21,---
23/06/2015,6:00 AM,86,8,16,12,---
23/06/2015,7:00 AM,85,16,20,15,---
23/06/2015,8:00 AM,82,16,18,3,---
23/06/2015,9:00 AM,53,17,7,9,23
23/06/2015,10:00 AM,61,17,21,21,---
23/06/2015,11:00 AM,41,14,19,23,---
23/06/2015,12:00 PM,41,17,17,24,---
23/06/2015,1:00 PM,49,18,20,27,---
23/06/2015,2:00 PM,47,11,22,30,---
23/06/2015,3:00 PM,45,---,16,21,28
23/06/2015,4:00 PM,52,24,22,11,33
23/06/2015,5:00 PM,31,33,21,23,32
23/06/2015,6:00 PM,25,22,22,54,34
23/06/2015,7:00 PM,33,27,28,13,48
23/06/2015,8:00 PM,39,29,18,19,19
23/06/2015,9:00 PM,44,21,27,28,31
23/06/2015,10:00 PM,52,25,21,27,33
23/06/2015,11:00 PM,58,19,17,32,25
23/06/2015 24:00 AM,,70,10,17,23,30
24/06/2015,1:00 AM,65,5,17,29,19
24/06/2015,2:00 AM,72,11,14,30,27
24/06/2015,3:00 AM,71,17,11,37,21
24/06/2015,4:00 AM,73,13,14,31,27
24/06/2015,5:00 AM,98,18,16,28,31
24/06/2015,6:00 AM,112,15,14,35,25
24/06/2015,7:00 AM,119,7,29,33,27
24/06/2015,8:00 AM,111,15,30,26,30
24/06/2015,9:00 AM,148,21,29,29,21
24/06/2015,10:00 AM,158,16,38,28,25
24/06/2015,11:00 AM,112,22,43,20,28
24/06/2015,12:00 PM,131,12,48,36,38
24/06/2015,1:00 PM,146,9,50,33,27
24/06/2015,2:00 PM,111,14,47,29,32
24/06/2015,3:00 PM,89,17,20,27,23
24/06/2015,4:00 PM,82,16,35,24,22
24/06/2015,5:00 PM,58,29,37,32,31
24/06/2015,6:00 PM,59,43,35,24,45
24/06/2015,7:00 PM,62,21,50,15,42
24/06/2015,8:00 PM,114,22,64,36,35
24/06/2015,9:00 PM,95,23,74,28,37
24/06/2015,10:00 PM,112,10,58,38,33
24/06/2015,11:00 PM,22,12,63,32,33
24/06/2015 24:00 AM,,22,10,59,24,32
25/06/2015,1:00 AM,22,14,48,24,27
25/06/2015,2:00 AM,23,8,45,25,29
25/06/2015,3:00 AM,20,8,43,28,26
25/06/2015,4:00 AM,30,17,32,27,19
25/06/2015,5:00 AM,25,18,23,38,19
25/06/2015,6:00 AM,20,10,23,28,25
25/06/2015,7:00 AM,21,16,36,31,27
25/06/2015,8:00 AM,13,11,23,36,28
25/06/2015,9:00 AM,25,11,30,28,31
25/06/2015,10:00 AM,29,17,31,26,26
25/06/2015,11:00 AM,23,16,36,36,26
25/06/2015,12:00 PM,30,14,32,29,---
25/06/2015,1:00 PM,15,15,37,34,---
25/06/2015,2:00 PM,25,12,18,32,---
25/06/2015,3:00 PM,29,17,19,38,---
25/06/2015,4:00 PM,30,13,23,38,---
25/06/2015,5:00 PM,22,12,39,39,---
25/06/2015,6:00 PM,22,17,45,35,---
25/06/2015,7:00 PM,25,22,29,37,---
25/06/2015,8:00 PM,31,22,38,31,---
25/06/2015,9:00 PM,44,23,39,42,---
25/06/2015,10:00 PM,52,9,34,37,---
25/06/2015,11:00 PM,51,6,32,32,---
25/06/2015 24:00 AM,,58,14,37,31,---
26/06/2015,1:00 AM,57,11,26,32,---
26/06/2015,2:00 AM,61,6,34,31,---
26/06/2015,3:00 AM,69,3,31,30,---
26/06/2015,4:00 AM,91,6,23,37,---
26/06/2015,5:00 AM,104,7,32,44,---
26/06/2015,6:00 AM,94,12,28,35,---
26/06/2015,7:00 AM,100,13,29,33,---
26/06/2015,8:00 AM,59,15,31,26,---
26/06/2015,9:00 AM,46,12,42,33,---
26/06/2015,10:00 AM,39,15,46,29,43
26/06/2015,11:00 AM,33,8,44,32,42
26/06/2015,12:00 PM,52,21,46,38,44
26/06/2015,1:00 PM,45,16,47,28,41
26/06/2015,2:00 PM,40,15,54,27,48
26/06/2015,3:00 PM,34,14,47,32,45
26/06/2015,4:00 PM,29,18,59,36,45
26/06/2015,5:00 PM,38,26,53,29,44
26/06/2015,6:00 PM,34,28,67,35,45
26/06/2015,7:00 PM,39,27,53,31,44
26/06/2015,8:00 PM,48,29,56,31,44
26/06/2015,9:00 PM,31,29,61,31,54
26/06/2015,10:00 PM,24,25,56,35,48
26/06/2015,11:00 PM,30,23,50,24,39
26/06/2015 24:00 AM,,28,22,43,27,41
27/06/2015,1:00 AM,23,13,33,26,28
27/06/2015,2:00 AM,21,12,20,31,35
27/06/2015,3:00 AM,27,10,27,25,43
27/06/2015,4:00 AM,28,10,27,38,42
27/06/2015,5:00 AM,37,17,32,31,40
27/06/2015,6:00 AM,33,25,36,34,44
27/06/2015,7:00 AM,41,33,27,31,47
27/06/2015,8:00 AM,43,30,20,33,51
27/06/2015,9:00 AM,48,23,-15,34,46
27/06/2015,10:00 AM,57,33,18,27,34
27/06/2015,11:00 AM,53,33,19,31,46
27/06/2015,12:00 PM,56,40,30,30,48
27/06/2015,1:00 PM,56,49,35,37,55
27/06/2015,2:00 PM,47,36,42,35,58
27/06/2015,3:00 PM,49,32,51,38,50
27/06/2015,4:00 PM,47,33,43,34,60
27/06/2015,5:00 PM,46,59,72,38,71
27/06/2015,6:00 PM,51,47,63,28,70
27/06/2015,7:00 PM,48,27,61,59,81
27/06/2015,8:00 PM,30,37,50,29,76
27/06/2015,9:00 PM,30,20,52,33,95
27/06/2015,10:00 PM,26,21,66,38,60
27/06/2015,11:00 PM,33,27,56,29,40
27/06/2015 24:00 AM,,30,22,58,29,35
28/06/2015,1:00 AM,36,32,43,24,35
28/06/2015,2:00 AM,35,29,38,23,27
28/06/2015,3:00 AM,30,26,38,22,30
28/06/2015,4:00 AM,31,29,41,21,37
28/06/2015,5:00 AM,33,22,29,25,66
28/06/2015,6:00 AM,25,34,34,20,40
28/06/2015,7:00 AM,42,31,33,22,45
28/06/2015,8:00 AM,51,36,46,27,48
28/06/2015,9:00 AM,50,19,39,27,45
28/06/2015,10:00 AM,50,21,39,29,35
28/06/2015,11:00 AM,56,20,55,27,39
28/06/2015,12:00 PM,50,26,46,32,47
28/06/2015,1:00 PM,53,16,32,22,43
28/06/2015,2:00 PM,54,16,42,31,46
28/06/2015,3:00 PM,60,24,34,27,47
28/06/2015,4:00 PM,63,25,26,26,42
28/06/2015,5:00 PM,56,29,19,33,50
28/06/2015,6:00 PM,53,32,36,26,37
28/06/2015,7:00 PM,59,40,38,25,45
28/06/2015,8:00 PM,74,22,28,InVld,49
28/06/2015,9:00 PM,78,16,38,InVld,64
28/06/2015,10:00 PM,76,21,25,InVld,67
28/06/2015,11:00 PM,72,19,28,InVld,85
28/06/2015 24:00 AM,,72,17,18,InVld,107
29/06/2015,1:00 AM,68,27,16,InVld,107
29/06/2015,2:00 AM,72,22,16,InVld,50
29/06/2015,3:00 AM,35,21,13,InVld,37
29/06/2015,4:00 AM,37,23,20,InVld,38
29/06/2015,5:00 AM,25,23,23,InVld,31
29/06/2015,6:00 AM,29,23,18,4,40
29/06/2015,7:00 AM,35,30,46,InVld,44
29/06/2015,8:00 AM,16,38,40,InVld,42
29/06/2015,9:00 AM,22,32,42,InVld,43
29/06/2015,10:00 AM,5,31,45,InVld,46
29/06/2015,11:00 AM,28,36,48,InVld,47
29/06/2015,12:00 PM,26,29,38,InVld,47
29/06/2015,1:00 PM,32,32,50,InVld,48
29/06/2015,2:00 PM,37,30,41,---,45
29/06/2015,3:00 PM,32,25,32,---,46
29/06/2015,4:00 PM,35,31,39,---,34
29/06/2015,5:00 PM,25,31,37,InVld,42
29/06/2015,6:00 PM,24,36,42,InVld,43
29/06/2015,7:00 PM,26,30,41,InVld,52
29/06/2015,8:00 PM,27,37,34,InVld,81
29/06/2015,9:00 PM,18,21,38,InVld,78
29/06/2015,10:00 PM,21,31,38,InVld,74
29/06/2015,11:00 PM,24,24,29,InVld,80
29/06/2015 24:00 AM,,34,15,29,InVld,86
30/06/2015,1:00 AM,33,8,21,InVld,61
30/06/2015,2:00 AM,32,6,19,InVld,46
30/06/2015,3:00 AM,56,6,19,InVld,34
30/06/2015,4:00 AM,32,4,16,InVld,32
30/06/2015,5:00 AM,17,10,17,27,30
30/06/2015,6:00 AM,21,12,16,26,27
30/06/2015,7:00 AM,24,22,18,29,34
30/06/2015,8:00 AM,27,30,26,35,38
30/06/2015,9:00 AM,27,25,37,31,36
30/06/2015,10:00 AM,26,24,27,25,36
30/06/2015,11:00 AM,26,28,InVld,23,33
30/06/2015,12:00 PM,38,22,38,33,35
30/06/2015,1:00 PM,39,23,33,15,35
30/06/2015,2:00 PM,39,28,23,8,32
30/06/2015,3:00 PM,54,27,15,17,35
30/06/2015,4:00 PM,53,22,19,20,26
30/06/2015,5:00 PM,52,20,28,25,32
30/06/2015,6:00 PM,44,18,27,29,39
30/06/2015,7:00 PM,58,36,37,30,39
30/06/2015,8:00 PM,47,51,50,29,42
30/06/2015,9:00 PM,45,34,49,35,59
30/06/2015,10:00 PM,40,17,58,24,48
30/06/2015,11:00 PM,39,7,44,31,45
30/06/2015 24:00 AM,,34,6,44,24,29
1/7/2015,1:00 AM,27,38,36,27,31
1/7/2015,2:00 AM,35,14,28,25,28
1/7/2015,3:00 AM,22,22,34,24,30
1/7/2015,4:00 AM,20,14,34,---,31
1/7/2015,5:00 AM,29,17,34,22,30
1/7/2015,6:00 AM,28,16,40,12,36
1/7/2015,7:00 AM,35,25,54,24,37
1/7/2015,8:00 AM,40,39,50,24,37
1/7/2015,9:00 AM,33,29,53,17,28
1/7/2015,10:00 AM,26,27,45,21,35
1/7/2015,11:00 AM,33,31,59,---,30
1/7/2015,12:00 PM,39,33,37,---,39
1/7/2015,1:00 PM,57,29,---,InVld,32
1/7/2015,2:00 PM,40,30,50,InVld,26
1/7/2015,3:00 PM,61,27,48,InVld,26
1/7/2015,4:00 PM,69,22,46,---,22
